id_consulta,texto_consulta,etiqueta
675,¿Cuánto debo pagar por la última visita al oftalmólogo? Mi número de paciente es 987654.,Facturacion
68,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
558,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Mi número de paciente es 987654.",Facturacion
371,"¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Por favor, respondan pronto.",Cita_Medica
987,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
217,Tengo un dolor abdominal muy fuerte que no cede con nada. ¡Gracias!,Urgencia_Medica
136,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Estoy muy preocupado/a.",Urgencia_Medica
978,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
258,Quiero programar una cita para un chequeo de rutina la próxima semana. Lo antes posible.,Cita_Medica
387,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Estoy muy preocupado/a.,Cita_Medica
314,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. ¡Gracias!",Cita_Medica
751,¿Puedo pasar a recoger los resultados de mi prueba de COVID? ¡Gracias!,Consulta_Resultados
317,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Estoy muy preocupado/a.,Cita_Medica
782,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
586,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Mi número de paciente es 987654.",Facturacion
769,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Lo antes posible.,Consulta_Resultados
231,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia.",Urgencia_Medica
870,¿Están listos los resultados de mis análisis de sangre de la semana pasada? ¡Gracias!,Consulta_Resultados
945,¿Puedo pasar a recoger los resultados de mi prueba de COVID?,Consulta_Resultados
656,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Por favor, respondan pronto.",Facturacion
62,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Estoy muy preocupado/a.",Urgencia_Medica
816,"¿Puedo pasar a recoger los resultados de mi prueba de COVID? Por favor, respondan pronto.",Consulta_Resultados
46,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Lo antes posible.",Urgencia_Medica
94,Tengo un dolor abdominal muy fuerte que no cede con nada. Mi número de paciente es 987654.,Urgencia_Medica
135,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, respondan pronto.",Urgencia_Medica
608,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Lo antes posible.",Facturacion
114,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
302,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Mi número de paciente es 987654.,Cita_Medica
953,"¿Puedo pasar a recoger los resultados de mi prueba de COVID? Por favor, contacten conmigo.",Consulta_Resultados
571,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo?",Facturacion
773,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética.,Consulta_Resultados
44,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, contacten conmigo.",Urgencia_Medica
740,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Estoy muy preocupado/a.",Facturacion
100,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Lo antes posible.",Urgencia_Medica
176,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, contacten conmigo.",Urgencia_Medica
227,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Estoy muy preocupado/a.",Urgencia_Medica
565,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, contacten conmigo.",Facturacion
788,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar?",Consulta_Resultados
274,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
955,¿Puedo pasar a recoger los resultados de mi prueba de COVID?,Consulta_Resultados
213,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Lo antes posible.",Urgencia_Medica
939,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Lo antes posible.,Consulta_Resultados
883,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, respondan pronto.",Consulta_Resultados
38,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Mi número de paciente es 987654.",Urgencia_Medica
960,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Mi número de paciente es 987654.,Consulta_Resultados
532,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas.",Facturacion
777,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Estoy muy preocupado/a.,Consulta_Resultados
851,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Mi número de paciente es 987654.,Consulta_Resultados
12,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Lo antes posible.",Urgencia_Medica
866,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Mi número de paciente es 987654.,Consulta_Resultados
229,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Por favor, contacten conmigo.",Urgencia_Medica
726,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Estoy muy preocupado/a.",Facturacion
691,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? ¡Gracias!",Facturacion
191,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
406,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
354,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Lo antes posible.,Cita_Medica
658,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Lo antes posible.",Facturacion
509,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, contacten conmigo.",Facturacion
977,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
510,¿Cuánto debo pagar por la última visita al oftalmólogo?,Facturacion
259,"¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Por favor, respondan pronto.",Cita_Medica
456,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. ¡Gracias!",Cita_Medica
715,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas.",Facturacion
820,¿Están listos los resultados de mis análisis de sangre de la semana pasada?,Consulta_Resultados
527,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Lo antes posible.",Facturacion
885,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Mi número de paciente es 987654.,Consulta_Resultados
417,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Estoy muy preocupado/a.,Cita_Medica
401,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes?,Cita_Medica
706,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Estoy muy preocupado/a.",Facturacion
336,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes?,Cita_Medica
482,"Quiero programar una cita para un chequeo de rutina la próxima semana. Por favor, respondan pronto.",Cita_Medica
304,Quiero programar una cita para un chequeo de rutina la próxima semana. ¡Gracias!,Cita_Medica
624,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
321,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, respondan pronto.",Cita_Medica
637,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. ¡Gracias!",Facturacion
145,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
460,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
949,¿Están listos los resultados de mis análisis de sangre de la semana pasada? ¡Gracias!,Consulta_Resultados
653,"Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Por favor, contacten conmigo.",Facturacion
924,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. ¡Gracias!,Consulta_Resultados
25,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, contacten conmigo.",Urgencia_Medica
790,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
262,Quiero programar una cita para un chequeo de rutina la próxima semana. Mi número de paciente es 987654.,Cita_Medica
287,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Mi número de paciente es 987654.,Cita_Medica
933,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética.,Consulta_Resultados
887,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, respondan pronto.",Consulta_Resultados
647,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Por favor, respondan pronto.",Facturacion
138,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
660,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Estoy muy preocupado/a.",Facturacion
589,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Por favor, contacten conmigo.",Facturacion
714,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Por favor, respondan pronto.",Facturacion
198,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Estoy muy preocupado/a.",Urgencia_Medica
498,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Lo antes posible.,Cita_Medica
264,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Mi número de paciente es 987654.,Cita_Medica
531,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé.",Facturacion
662,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, contacten conmigo.",Facturacion
418,"Quiero programar una cita para un chequeo de rutina la próxima semana. Por favor, contacten conmigo.",Cita_Medica
203,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, respondan pronto.",Urgencia_Medica
42,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Por favor, contacten conmigo.",Urgencia_Medica
289,¿Hay algún hueco libre para una revisión pediátrica este fin de mes?,Cita_Medica
178,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Mi número de paciente es 987654.",Urgencia_Medica
315,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Lo antes posible.",Cita_Medica
972,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, contacten conmigo.",Consulta_Resultados
328,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, respondan pronto.",Cita_Medica
20,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. ¡Gracias!",Urgencia_Medica
238,Tengo un dolor abdominal muy fuerte que no cede con nada. Mi número de paciente es 987654.,Urgencia_Medica
914,¿Están listos los resultados de mis análisis de sangre de la semana pasada?,Consulta_Resultados
382,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
488,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
70,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Lo antes posible.",Urgencia_Medica
177,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Estoy muy preocupado/a.",Urgencia_Medica
747,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo?",Facturacion
87,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
855,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Estoy muy preocupado/a.,Consulta_Resultados
288,Quiero programar una cita para un chequeo de rutina la próxima semana. Estoy muy preocupado/a.,Cita_Medica
19,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Lo antes posible.",Urgencia_Medica
605,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Mi número de paciente es 987654.",Facturacion
674,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Por favor, contacten conmigo.",Facturacion
926,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
725,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, contacten conmigo.",Facturacion
602,"¿Cuánto debo pagar por la última visita al oftalmólogo? Por favor, respondan pronto.",Facturacion
776,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Mi número de paciente es 987654.,Consulta_Resultados
133,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Estoy muy preocupado/a.",Urgencia_Medica
299,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
246,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien.",Urgencia_Medica
294,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
496,Quiero programar una cita para un chequeo de rutina la próxima semana. Mi número de paciente es 987654.,Cita_Medica
309,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Estoy muy preocupado/a.,Cita_Medica
490,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
375,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes?,Cita_Medica
307,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
376,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Por favor, respondan pronto.",Cita_Medica
971,Necesito que me expliquen los resultados del último examen de colesterol. Lo antes posible.,Consulta_Resultados
754,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Lo antes posible.,Consulta_Resultados
477,¿Hay algún hueco libre para una revisión pediátrica este fin de mes?,Cita_Medica
757,"¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Por favor, contacten conmigo.",Consulta_Resultados
17,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Estoy muy preocupado/a.",Urgencia_Medica
791,Necesito que me expliquen los resultados del último examen de colesterol. Estoy muy preocupado/a.,Consulta_Resultados
513,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Por favor, contacten conmigo.",Facturacion
101,Tengo un dolor abdominal muy fuerte que no cede con nada. ¡Gracias!,Urgencia_Medica
693,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Mi número de paciente es 987654.",Facturacion
163,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
817,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Lo antes posible.,Consulta_Resultados
454,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
102,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
632,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Por favor, contacten conmigo.",Facturacion
709,"¿Cuánto debo pagar por la última visita al oftalmólogo? Por favor, respondan pronto.",Facturacion
484,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
849,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
116,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? ¡Gracias!",Urgencia_Medica
378,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, contacten conmigo.",Cita_Medica
255,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, contacten conmigo.",Cita_Medica
350,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Por favor, contacten conmigo.",Cita_Medica
905,"¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Por favor, contacten conmigo.",Consulta_Resultados
766,"¿Están listos los resultados de mis análisis de sangre de la semana pasada? Por favor, respondan pronto.",Consulta_Resultados
56,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
651,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Mi número de paciente es 987654.",Facturacion
985,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
670,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Mi número de paciente es 987654.,Facturacion
132,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Por favor, respondan pronto.",Urgencia_Medica
291,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, contacten conmigo.",Cita_Medica
179,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, respondan pronto.",Urgencia_Medica
39,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
519,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Estoy muy preocupado/a.",Facturacion
603,"Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Por favor, respondan pronto.",Facturacion
84,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
403,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Lo antes posible.",Cita_Medica
90,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
439,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve.",Cita_Medica
889,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética.,Consulta_Resultados
753,"¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Por favor, respondan pronto.",Consulta_Resultados
618,¿Cuánto debo pagar por la última visita al oftalmólogo? Estoy muy preocupado/a.,Facturacion
257,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
199,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Mi número de paciente es 987654.",Urgencia_Medica
611,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Estoy muy preocupado/a.",Facturacion
216,Tengo un dolor abdominal muy fuerte que no cede con nada.,Urgencia_Medica
411,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. ¡Gracias!",Cita_Medica
875,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? ¡Gracias!,Consulta_Resultados
659,"Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Por favor, respondan pronto.",Facturacion
190,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, contacten conmigo.",Urgencia_Medica
888,"¿Puedo pasar a recoger los resultados de mi prueba de COVID? Por favor, contacten conmigo.",Consulta_Resultados
891,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
23,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia.",Urgencia_Medica
347,Quiero programar una cita para un chequeo de rutina la próxima semana. ¡Gracias!,Cita_Medica
388,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Mi número de paciente es 987654.,Cita_Medica
342,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
26,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
333,"Quiero programar una cita para un chequeo de rutina la próxima semana. Por favor, respondan pronto.",Cita_Medica
416,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Mi número de paciente es 987654.",Cita_Medica
98,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Mi número de paciente es 987654.",Urgencia_Medica
890,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, contacten conmigo.",Consulta_Resultados
854,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. ¡Gracias!,Consulta_Resultados
184,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Estoy muy preocupado/a.",Urgencia_Medica
627,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Por favor, contacten conmigo.",Facturacion
48,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia.",Urgencia_Medica
33,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Lo antes posible.",Urgencia_Medica
792,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
628,¿Cuánto debo pagar por la última visita al oftalmólogo? Mi número de paciente es 987654.,Facturacion
59,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Estoy muy preocupado/a.",Urgencia_Medica
487,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Estoy muy preocupado/a.",Cita_Medica
426,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Lo antes posible.,Cita_Medica
783,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Mi número de paciente es 987654.",Consulta_Resultados
729,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? ¡Gracias!",Facturacion
254,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Mi número de paciente es 987654.,Cita_Medica
775,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Lo antes posible.,Consulta_Resultados
503,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? ¡Gracias!",Facturacion
759,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Mi número de paciente es 987654.,Consulta_Resultados
853,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
581,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Mi número de paciente es 987654.",Facturacion
878,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar?",Consulta_Resultados
247,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
954,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética.,Consulta_Resultados
36,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
722,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Mi número de paciente es 987654.,Facturacion
931,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Mi número de paciente es 987654.",Consulta_Resultados
873,"¿Están listos los resultados de mis análisis de sangre de la semana pasada? Por favor, respondan pronto.",Consulta_Resultados
265,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Lo antes posible.",Cita_Medica
557,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. ¡Gracias!",Facturacion
842,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
106,Tengo un dolor abdominal muy fuerte que no cede con nada.,Urgencia_Medica
717,¿Cuánto debo pagar por la última visita al oftalmólogo? Estoy muy preocupado/a.,Facturacion
322,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, respondan pronto.",Cita_Medica
466,"Quiero programar una cita para un chequeo de rutina la próxima semana. Por favor, respondan pronto.",Cita_Medica
405,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
415,Quiero programar una cita para un chequeo de rutina la próxima semana. Mi número de paciente es 987654.,Cita_Medica
732,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro.,Facturacion
400,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, contacten conmigo.",Cita_Medica
529,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
393,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Mi número de paciente es 987654.,Cita_Medica
907,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Mi número de paciente es 987654.,Consulta_Resultados
526,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
749,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Estoy muy preocupado/a.",Facturacion
131,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
233,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato.",Urgencia_Medica
200,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Por favor, respondan pronto.",Urgencia_Medica
50,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Estoy muy preocupado/a.",Urgencia_Medica
276,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, respondan pronto.",Cita_Medica
215,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
338,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Lo antes posible.,Cita_Medica
95,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. ¡Gracias!",Urgencia_Medica
