ticket_id,tokens,ner_tags
tkt_00014,"['El', 'sistema', 'Windows', 'Server', '2022', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00015,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'Windows', '11', 'y', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00016,"['Mi', 'equipo', 'es', 'un', 'Android', '14', 'y', 'el', 'software', 'App', 'de', 'Contabilidad', 'Plus', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00017,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0x00A45F', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00018,"['Tengo', 'un', 'problema', 'con', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00019,"['Estoy', 'recibiendo', 'el', 'código', 'RUNTIME_ERROR', '505', 'constantemente', 'en', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'I-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00020,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Impresora', 'Laserjet', '400', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00021,"['El', 'sistema', 'Windows', 'Server', '2022', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00022,"['La', 'actualización', 'de', 'Red', 'Hat', 'Enterprise', '9', 'rompió', 'la', 'compatibilidad', 'con', 'Router', 'Pro-Link', 'XG', 'dando', '0xDEADBEEF', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00023,"['Ayuda,', 'el', 'Android', '14', 'reporta', 'un', 'E_PERM_DENIED', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00024,"['El', 'sistema', 'iOS', '17', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Firewall', 'XG-2100', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00025,"['La', 'actualización', 'de', 'Red', 'Hat', 'Enterprise', '9', 'rompió', 'la', 'compatibilidad', 'con', 'Impresora', 'Laserjet', '400', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00026,"['Mi', 'equipo', 'es', 'un', 'macOS', 'Sonoma', 'y', 'el', 'software', 'Base', 'de', 'Datos', 'SQL-Flex', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00027,"['No', 'puedo', 'instalar', 'el', 'Monitor', 'UltraView', '27', 'en', 'mi', 'Ubuntu', '22.04', 'LTS', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00028,"['Mi', 'equipo', 'es', 'un', 'Android', '14', 'y', 'el', 'software', 'Impresora', 'Laserjet', '400', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00029,"['Mi', 'equipo', 'es', 'un', 'Ubuntu', '22.04', 'LTS', 'y', 'el', 'software', 'Monitor', 'UltraView', '27', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00030,"['Ayuda,', 'el', 'Windows', 'Server', '2022', 'reporta', 'un', 'E_PERM_DENIED', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00031,"['La', 'actualización', 'de', 'Android', '14', 'rompió', 'la', 'compatibilidad', 'con', 'Agente', 'de', 'Backup', 'v3.1', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00032,"['Ayuda,', 'el', 'Windows', '11', 'reporta', 'un', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00033,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0xDEADBEEF', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00034,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Servidor', 'PowerEdge', 'R7', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00035,"['Mi', 'equipo', 'es', 'un', 'Red', 'Hat', 'Enterprise', '9', 'y', 'el', 'software', 'Agente', 'de', 'Backup', 'v3.1', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00036,"['Ayuda,', 'el', 'Windows', 'Server', '2022', 'reporta', 'un', '404_NOT_FOUND', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00037,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Firewall', 'XG-2100', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00038,"['La', 'actualización', 'de', 'Ubuntu', '22.04', 'LTS', 'rompió', 'la', 'compatibilidad', 'con', 'Router', 'Pro-Link', 'XG', 'dando', 'E_PERM_DENIED', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00039,"['La', 'actualización', 'de', 'Android', '14', 'rompió', 'la', 'compatibilidad', 'con', 'Firewall', 'XG-2100', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00040,"['Mi', 'Base', 'de', 'Datos', 'SQL-Flex', 'no', 'funciona', 'en', 'Windows', '11', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00041,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'FATAL_SYS_ERROR', '.', 'Uso', 'Windows', 'Server', '2022', 'y', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00042,"['Tengo', 'un', 'problema', 'con', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00043,"['El', 'sistema', 'Android', '14', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Firewall', 'XG-2100', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00044,"['Error', 'FATAL_SYS_ERROR', 'al', 'conectar', 'con', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00045,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00046,"['No', 'puedo', 'instalar', 'el', 'Router', 'Pro-Link', 'XG', 'en', 'mi', 'Ubuntu', '22.04', 'LTS', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00047,"['La', 'actualización', 'de', 'iOS', '17', 'rompió', 'la', 'compatibilidad', 'con', 'Firewall', 'XG-2100', 'dando', '404_NOT_FOUND', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00048,"['Estoy', 'recibiendo', 'el', 'código', '404_NOT_FOUND', 'constantemente', 'en', 'el', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00049,"['Mi', 'Router', 'Pro-Link', 'XG', 'no', 'funciona', 'en', 'Windows', 'Server', '2022', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O']"
tkt_00050,"['He', 'probado', 'a', 'reiniciar', 'el', 'ordenador', 'varias', 'veces', 'y', 'no', 'funciona.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00051,"['He', 'seguido', 'todos', 'los', 'pasos', 'de', 'la', 'guía', 'de', 'instalación.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00052,"['El', 'sistema', 'Ubuntu', '22.04', 'LTS', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Firewall', 'XG-2100', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00053,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Firewall', 'XG-2100', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00054,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Monitor', 'UltraView', '27', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00055,"['Ayuda,', 'el', 'Red', 'Hat', 'Enterprise', '9', 'reporta', 'un', '0x00A45F', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00056,"['Tengo', 'un', 'problema', 'con', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00057,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00058,"['Mi', 'App', 'de', 'Contabilidad', 'Plus', 'no', 'funciona', 'en', 'Windows', '11', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00059,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00060,"['Tengo', 'un', 'problema', 'con', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00061,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00062,"['He', 'seguido', 'todos', 'los', 'pasos', 'de', 'la', 'guía', 'de', 'instalación.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00063,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0xDEADBEEF', '.', 'Uso', 'Ubuntu', '22.04', 'LTS', 'y', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00064,"['He', 'probado', 'a', 'reiniciar', 'el', 'ordenador', 'varias', 'veces', 'y', 'no', 'funciona.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00065,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'E_PERM_DENIED', '.', 'Uso', 'Red', 'Hat', 'Enterprise', '9', 'y', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00066,"['La', 'actualización', 'de', 'Red', 'Hat', 'Enterprise', '9', 'rompió', 'la', 'compatibilidad', 'con', 'Monitor', 'UltraView', '27', 'dando', 'E_CONN_REFUSED', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00067,"['¿Pueden', 'ayudarme,', 'por', 'favor?', 'Es', 'muy', 'urgente.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00068,"['El', 'sistema', 'iOS', '17', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00069,"['Mi', 'Agente', 'de', 'Backup', 'v3.1', 'no', 'funciona', 'en', 'Android', '14', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00070,"['Mi', 'equipo', 'es', 'un', 'Ubuntu', '22.04', 'LTS', 'y', 'el', 'software', 'Firewall', 'XG-2100', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00071,"['Mi', 'Monitor', 'UltraView', '27', 'no', 'funciona', 'en', 'Windows', '11', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00072,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'E_PERM_DENIED', '.', 'Uso', 'Windows', '11', 'y', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00073,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Firewall', 'XG-2100', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00074,"['No', 'puedo', 'instalar', 'el', 'Impresora', 'Laserjet', '400', 'en', 'mi', 'Ubuntu', '22.04', 'LTS', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00075,"['Error', 'E_CONN_REFUSED', 'al', 'conectar', 'con', 'el', 'Firewall', 'XG-2100', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00076,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0xDEADBEEF', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00077,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Router', 'Pro-Link', 'XG', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00078,"['No', 'puedo', 'instalar', 'el', 'Firewall', 'XG-2100', 'en', 'mi', 'Windows', 'Server', '2022', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00079,"['No', 'puedo', 'instalar', 'el', 'Router', 'Pro-Link', 'XG', 'en', 'mi', 'Android', '14', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00080,"['Mi', 'equipo', 'es', 'un', 'Android', '14', 'y', 'el', 'software', 'App', 'de', 'Contabilidad', 'Plus', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00081,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'FATAL_SYS_ERROR', '.', 'Uso', 'macOS', 'Sonoma', 'y', 'Firewall', 'XG-2100', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00082,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', 'E_CONN_REFUSED', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00083,"['El', 'servicio', 'técnico', 'anterior', 'no', 'me', 'dio', 'una', 'solución.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00084,"['Mi', 'Servidor', 'PowerEdge', 'R7', 'no', 'funciona', 'en', 'Ubuntu', '22.04', 'LTS', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O']"
tkt_00085,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'iOS', '17', 'y', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00086,"['He', 'seguido', 'todos', 'los', 'pasos', 'de', 'la', 'guía', 'de', 'instalación.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00087,"['Tengo', 'un', 'problema', 'con', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00088,"['Tengo', 'un', 'problema', 'con', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00089,"['La', 'actualización', 'de', 'iOS', '17', 'rompió', 'la', 'compatibilidad', 'con', 'Servidor', 'PowerEdge', 'R7', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00090,"['Ayuda,', 'el', 'Windows', '11', 'reporta', 'un', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00091,"['Error', '0x00A45F', 'al', 'conectar', 'con', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00092,"['Estoy', 'recibiendo', 'el', 'código', 'FATAL_SYS_ERROR', 'constantemente', 'en', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00093,"['Mi', 'equipo', 'es', 'un', 'Android', '14', 'y', 'el', 'software', 'Base', 'de', 'Datos', 'SQL-Flex', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00094,"['Mi', 'App', 'de', 'Contabilidad', 'Plus', 'no', 'funciona', 'en', 'Windows', 'Server', '2022', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O']"
tkt_00095,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '404_NOT_FOUND', '.', 'Uso', 'Windows', 'Server', '2022', 'y', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
